Price,Open,High,Low,Close,Volume,MA20
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,
Date,,,,,,
2024-01-02,185.78945295661444,187.07008341179338,182.55315792151214,184.29043579101562,82488700,
2024-01-03,182.88074176951616,184.52867738484042,182.0964765011294,182.9105224609375,58414500,
2024-01-04,180.82576992798064,181.7589385851153,179.56501368920854,180.5875244140625,71983600,
2024-01-05,180.66697820637782,181.43136956938284,178.86020193485106,179.86285400390625,62303300,
2024-01-08,180.76622380895435,184.2507162227342,180.18051667398524,184.21099853515625,59144500,
2024-01-09,182.58293533514995,183.80398923151574,181.40158398145778,183.7940673828125,42841800,
2024-01-10,183.00980597306068,185.0448906262594,182.58292413922769,184.83642578125,46792900,
2024-01-11,185.1838742981323,185.69017636593313,182.28510409693843,184.24078369140625,49128400,
2024-01-12,184.7073562390581,185.382420570264,183.84368591687618,184.56837463378906,40444700,
2024-01-16,180.8356991264693,182.920423022664,179.61463032885075,182.29501342773438,65603000,
2024-01-17,179.95219077216925,181.6001112377356,178.98924135636386,181.3519287109375,47317400,
2024-01-18,184.73713933247967,187.76496914507203,184.47903496158258,187.25868225097656,78005800,
2024-01-19,187.95357471629796,190.55452249664,187.44728786414325,190.1673583984375,68741000,
2024-01-22,190.9020161446229,193.90998737033232,190.86229845472488,192.48045349121094,60133900,
2024-01-23,193.60223731108647,194.3269260762536,192.42088601370864,193.7610626220703,42355600,
2024-01-24,193.99930838143553,194.9523359132993,192.92715808853583,193.08599853515625,53631300,
2024-01-25,193.80076191791213,194.84313150183985,191.70610090276801,192.75839233398438,54822100,
2024-01-26,192.8576594463704,193.34408744696182,190.54459675135575,191.02110290527344,44594000,
2024-01-29,190.614099077556,190.80272021826386,188.20177223046258,190.3361358642578,47145600,
2024-01-30,189.55186921289842,190.4056176214667,186.10709489036137,186.67294311523438,55859400,186.52455291748046
2024-01-31,185.68022448739953,185.73980101543498,183.00979333970113,183.05941772460938,55467800,186.46300201416017
2024-02-01,182.6524106894615,185.5908832083414,182.48364839562151,185.5015411376953,64885400,186.59255294799806
2024-02-02,178.55244241438749,185.96813772334343,177.9468764270477,184.4989013671875,102518000,186.7881217956543
2024-02-05,186.7821513481828,187.8741604535555,184.48894737475842,186.31556701660156,69668800,187.11075744628906
2024-02-06,185.50154897397763,187.9337347140823,185.4122068995574,187.92381286621094,43490800,187.2963981628418
2024-02-07,189.2540738540102,189.66109684812312,187.23883287556598,188.03302001953125,53439000,187.50834579467772
2024-02-08,188.0131563419714,188.16205980044833,185.98799356738817,186.95094299316406,40962000,187.61407165527345
2024-02-09,187.5174970927484,188.8494643803939,186.8714052160575,187.71630859375,45155200,187.78784790039063
2024-02-12,187.28888476363343,187.537383976275,185.66866504371018,186.02650451660156,41781900,187.86075439453126
2024-02-13,184.6548126341336,185.09217370700773,182.4083698811328,183.92918395996094,56529500,187.94246292114258
2024-02-14,184.20749952407863,184.41623036442274,181.34478380471282,183.0445098876953,54630500,188.02709197998047
2024-02-15,182.44813474883824,183.3824942652778,180.26134459364147,182.7562713623047,65434500,187.80197143554688
2024-02-16,182.31889800876044,183.7403213725013,180.57940354414131,181.21556091308594,49701400,187.3543815612793
2024-02-20,180.6986620021168,181.33481931364506,178.91941449816937,180.4700469970703,53665600,186.75386123657228
2024-02-21,180.8478012209779,181.79209525720324,179.57548638259638,181.22552490234375,41529700,186.12708435058593
2024-02-22,182.37854224114136,183.84966853541172,181.36467634977905,183.26319885253906,52292200,185.63594436645508
2024-02-23,183.89934348562096,183.9291621764045,181.1360335803032,181.42430114746094,45119700,185.0692398071289
2024-02-26,181.1459977034405,181.66286516303873,179.56553112991756,180.07247924804688,40867400,184.52180862426758
2024-02-27,180.01283169575817,182.81589486499632,178.48206808634893,181.5336456298828,54318900,184.08168411254883
2024-02-28,181.4143549983027,182.02069366799873,179.04865286943277,180.33090209960938,48953900,183.76458206176758
2024-02-29,180.18184546980606,181.47404463933898,178.4522851813059,179.6649627685547,136682600,183.59485931396483
2024-03-01,178.47214167082092,179.44625436004063,176.31517027538303,178.58148193359375,73488000,183.24885635375978
2024-03-04,175.09254322615726,175.838040881393,172.74670999766127,174.04885864257812,81510100,182.7263542175293
2024-03-05,169.73489700267342,171.00721175997333,168.60174119797853,169.09873962402344,95132400,181.8655128479004
2024-03-06,170.03310800783655,170.2120353375331,167.6673905223103,168.10475158691406,68587700,180.87455978393555
2024-03-07,168.13456709874717,169.70508399774383,167.47854068144582,167.9854736328125,71765100,179.8721824645996
2024-03-08,167.9854678195768,172.6572499858552,167.92583043526673,169.705078125,76114600,179.0098892211914
2024-03-11,171.9018287593836,173.33318674250597,171.01717211248007,171.7129669189453,60139500,178.20972213745117
2024-03-12,172.11054191154895,172.98526395951052,169.98338934079592,172.1900634765625,59825400,177.5179000854492
2024-03-13,171.73284593382695,172.1503228051375,169.73490248954016,170.10269165039062,52488700,176.8265754699707
2024-03-14,171.87200022180366,173.26358975503445,171.0171623179081,171.96145629882812,72913500,176.27242279052734
2024-03-15,170.14243263043366,171.58372497558594,169.2677105816515,171.58372497558594,121664700,175.71379547119142
2024-03-18,174.51603957790343,176.64319229534289,172.4783429395777,172.67713928222656,75604200,175.28687438964843
2024-03-19,173.29340452493878,175.54978158656556,171.99127109820583,175.02296447753906,55215200,175.01452026367187
2024-03-20,174.66513949599232,177.59742736816406,174.0389165846836,177.59742736816406,53423100,174.8331153869629
2024-03-21,175.98714219427453,176.42450322724187,169.81441519205438,170.3412322998047,106181300,174.18701705932617
2024-03-22,170.7289059277682,172.0111704512642,169.0391141931604,171.24578857421875,71106600,173.67809143066407
2024-03-25,169.54603819383198,170.90780893012868,168.43275148556643,169.82435607910156,54288300,173.1656852722168
2024-03-26,168.97946029150032,170.39093396328443,168.56198344496033,168.6912078857422,57388400,172.52356338500977
2024-03-27,169.3870074763491,172.55785986634996,169.08880538680637,172.26959228515625,60273300,172.1204978942871
2024-03-28,170.71897546322947,171.19608975046205,169.48641379008976,170.45059204101562,65672700,171.65977935791017
2024-04-01,170.16233265286536,170.22197004043582,168.46259127116116,169.00929260253906,46240500,171.18116989135743
2024-04-02,168.0650112686913,168.3234450234108,167.22010776846216,167.82644653320312,49329500,170.87004928588868
2024-04-03,167.7767233727702,169.6553768320082,167.56799252573734,168.63156127929688,47691700,170.84669036865233
2024-04-04,169.26771043200742,170.8879300889726,167.80654907226562,167.80654907226562,53704400,170.83178024291993
2024-04-05,168.5719309687928,169.36713152382467,167.9357735582051,168.56199645996094,42055200,170.86060638427733
2024-04-08,168.01528647300387,168.18426411757292,167.23003563445502,167.4387664794922,37425500,170.74729080200194
2024-04-09,167.6872804964856,169.05900112515698,167.33939066831408,168.65145874023438,42451200,170.5942153930664
2024-04-10,167.78667770328389,168.0749301271986,166.1068205360595,166.77279663085938,49709300,170.32335205078124
2024-04-11,167.3294357885208,174.4067040844594,167.1505236254001,173.9892120361328,91070300,170.51767807006837
2024-04-12,173.21389665591335,177.28929006742356,173.16420894399843,175.4901580810547,101593300,170.6941131591797
2024-04-15,174.30729011068368,175.56967037066977,171.46445848220424,171.6533203125,73531800,170.69759292602538
2024-04-16,170.71895735574867,172.71688554496447,167.2598525976239,168.36318969726562,73711200,170.48189544677734
2024-04-17,168.59180586766368,169.62555591523414,166.99147033691406,166.99147033691406,50901200,170.0803207397461
2024-04-18,167.02129381245496,167.62763251332663,165.55018268321453,166.0372314453125,43122900,169.5023109436035
2024-04-19,165.21221853676252,165.40106519259456,163.0950004513954,164.0094757080078,67772100,169.18572311401368
2024-04-22,164.52638076461832,166.2559257648484,163.78088304598398,164.84445190429688,48116400,168.86565628051758
2024-04-23,164.35737315952596,166.04716464714997,163.9299466584378,165.89805603027344,49537800,168.66934127807616
2024-04-24,165.540232667877,168.2836737462142,165.21222704669103,168.00535583496094,48251800,168.63504867553712
2024-04-25,168.51229295621184,169.58581142644354,167.14057238305094,168.87013244628906,50558300,168.46507568359374
2024-04-26,168.86018085141623,170.31140768247312,168.16437095925713,168.28366088867188,44838400,168.35672912597656
2024-04-29,172.32924112310414,174.97327656975762,172.06087287514865,172.45846557617188,68169400,168.5291877746582
2024-04-30,172.28947031289857,173.9395086711804,168.9794590883409,169.30747985839844,65934800,168.60323944091797
2024-05-01,168.56197877866052,171.67319360904702,168.0947990703537,168.28366088867188,50383100,168.58584442138672
2024-05-02,171.47441979502543,172.37896071984338,169.8641494823712,171.99130249023438,94214900,168.79508209228516
2024-05-03,185.52948748329575,185.87739241297547,181.56345015431788,182.2791290283203,163224100,169.48093872070314
2024-05-06,181.25534382134734,183.0942290168702,179.33692188523904,180.6191864013672,78569700,170.13995971679688
2024-05-07,182.34872294128857,183.79001537072006,180.23151991986552,181.30502319335938,77305800,170.77263793945312
2024-05-08,181.75231510468853,181.97099560703433,180.3607105291073,181.64297485351562,45057100,171.51614685058593
2024-05-09,181.46406224266897,183.55146169147778,181.01676669426374,183.46200561523438,48983000,171.98978652954102
2024-05-10,184.039301056681,184.22841905381327,181.28220609270682,182.1979217529297,50759500,172.32517471313477
2024-05-13,184.57678612826817,186.22906253508128,183.76059590764,185.41287231445312,72044800,173.0131523132324
2024-05-14,186.63715506565202,187.42348620330452,185.42283282321628,186.55752563476562,52393600,173.92286911010743
2024-05-15,187.03529613574696,189.76253191302303,186.49780129168897,188.8368682861328,70400000,175.01513900756837
2024-05-16,189.58337106367233,190.21044329921963,188.77714401097435,188.956298828125,52845200,176.16109237670898
2024-05-17,188.62785068172937,189.9218023921439,188.29938496531759,188.98617553710938,41282900,177.40992736816406
